z,a,D_LCDM,D_MAAT_eta002,f_LCDM,f_MAAT_eta002,fsigma8_LCDM,fsigma8_MAAT_eta002,mu_eta002,C_hat,delta_D_pct,delta_fsigma8_pct
4.177405722809772737e-01,7.053476634241467869e-01,8.019985367838781132e-01,8.016105373964561576e-01,7.321792390781041160e-01,7.342829185208481491e-01,4.762246161857840998e-01,4.773618381073101435e-01,1.000140225748939571e+00,7.011287446983184568e-03,-4.837906425339443678e-02,2.387994830326856388e-01
4.152307009012861094e-01,7.065985774355746374e-01,8.030390195379977225e-01,8.026535018958130818e-01,7.312450246800068498e-01,7.333391858341371528e-01,4.762340312931291342e-01,4.773686023912148690e-01,1.000138470767770738e+00,6.923538388532087494e-03,-4.800733623210932943e-02,2.382381399760550300e-01
4.127252728269963367e-01,7.078517099074088659e-01,8.040795199566150853e-01,8.036964782721294220e-01,7.303091319249493951e-01,7.323938154140150480e-01,4.762407857529160626e-01,4.773727097569473998e-01,1.000136736258365744e+00,6.836812918289726648e-03,-4.763728897190797756e-02,2.376789300483397871e-01
4.102242801919826487e-01,7.091070647740257415e-01,8.051200322231807371e-01,8.047394607170148539e-01,7.293715677978466205e-01,7.314468141095467058e-01,4.762448763963081921e-01,4.773741570457828431e-01,1.000135021965888216e+00,6.751098294415915774e-03,-4.726891530881547482e-02,2.371218474873244830e-01
4.077277151440450442e-01,7.103646459767792853e-01,8.061605505143016881e-01,8.057824434152575099e-01,7.284323393392634349e-01,7.304981888254360456e-01,4.762463001279647612e-01,4.773729411722679727e-01,1.000133327638789371e+00,6.666381939468092599e-03,-4.690220810271097246e-02,2.365668865039979030e-01
4.052355698448855126e-01,7.116244574640131493e-01,8.072010689999030708e-01,8.068254205449845173e-01,7.274914536451976277e-01,7.295479465218158710e-01,4.762450539263352600e-01,4.773690591245173254e-01,1.000131653028765832e+00,6.582651438286315354e-03,-4.653716023740778890e-02,2.360140412830249446e-01
4.027478364700809443e-01,7.128865031910736061e-01,8.082415818433887900e-01,8.078683862778234248e-01,7.265489178668576020e-01,7.285960942140341512e-01,4.762411348439455350e-01,4.773625079645046343e-01,1.000129997890718103e+00,6.499894535902986034e-03,-4.617376462049912339e-02,2.354633059839634224e-01
4.002645072090615930e-01,7.141507871203212066e-01,8.092820832018045030e-01,8.089113347790635178e-01,7.256047392104367777e-01,7.276426389724350852e-01,4.762345400076820612e-01,4.773532848283491004e-01,1.000128361982709491e+00,6.418099135477484292e-03,-4.581201418350620835e-02,2.349146747417759640e-01
3.977855742650837634e-01,7.154173132211439912e-01,8.103225672260002677e-01,8.099542602078183551e-01,7.246589249368822205e-01,7.266875879221360579e-01,4.762252666190692207e-01,4.773413869265966114e-01,1.000126745065925027e+00,6.337253296255203686e-03,-4.545190188183308860e-02,2.343681416677479701e-01
3.953110298552071633e-01,7.166860854699693695e-01,8.113630280607931899e-01,8.109971567171883056e-01,7.237114823616609405e-01,7.257309482428002667e-01,4.762133119545426396e-01,4.773268115444964099e-01,1.000125146904631057e+00,6.257345231550979006e-03,-4.509342069472145609e-02,2.338237008502736525e-01
3.928408662102700344e-01,7.179571078502769987e-01,8.124034598451326250e-01,8.120400184544244171e-01,7.227624188545195283e-01,7.247727271684042405e-01,4.761986733657168069e-01,4.773095560422717099e-01,1.000123567266135050e+00,6.178363306756676568e-03,-4.473656362535558678e-02,2.332813463555690747e-01
3.903750755748640611e-01,7.192303843526109963e-01,8.134438567122631580e-01,8.130828395610925075e-01,7.218117418392415718e-01,7.238129319870016953e-01,4.761813482796483643e-01,4.772896178553863722e-01,1.000122005920747403e+00,6.100296037372646488e-03,-4.438132370066592142e-02,2.327410722284635192e-01
3.879136502073112780e-01,7.205059189745925963e-01,8.144842127898912487e-01,8.141256141732374774e-01,7.208594587933991882e-01,7.228515700404822830e-01,4.761613341990934556e-01,4.772669944948056409e-01,1.000120462641741259e+00,6.023132087063028280e-03,-4.402769397155613385e-02,2.322028724931883004e-01
3.854565823796383128e-01,7.217837157209328058e-01,8.155245222003499883e-01,8.151683364215492889e-01,7.199055772481012250e-01,7.218886487243262318e-01,4.761386287027608022e-01,4.772416835472517160e-01,1.000118937205314751e+00,5.946860265734472614e-03,-4.367566751269255643e-02,2.316667411539755916e-01
3.830038643775537377e-01,7.230637786034447290e-01,8.165647790607654111e-01,8.162110004315279443e-01,7.189501047877370210e-01,7.209241754873552122e-01,4.761132294455590053e-01,4.772136826754547756e-01,1.000117429390552815e+00,5.871469527638339958e-03,-4.332523742260746547e-02,2.311326721959111596e-01
3.805554885004220900e-01,7.243461116410564449e-01,8.176049774832236938e-01,8.172536003236500202e-01,7.179930490497156148e-01,7.199581578314770969e-01,4.760851341588385743e-01,4.771829896183976127e-01,1.000115938979389885e+00,5.796948969495850472e-03,-4.297639682371962033e-02,2.306006595855512598e-01
3.781114470612412237e-01,7.256307188598234426e-01,8.186451115749376894e-01,8.182961302135358661e-01,7.170344177242010675e-01,7.189906033114289441e-01,4.760543406506291819e-01,4.771496021915562769e-01,1.000114465756573034e+00,5.723287828646324814e-03,-4.262913886219157900e-02,2.300706972716996812e-01
3.756717323866172187e-01,7.269176042929412773e-01,8.196851754384155697e-01,8.193385842121170271e-01,7.160742185538429005e-01,7.180215195345127643e-01,4.760208468058709785e-01,4.771135182871341640e-01,1.000113009509624451e+00,5.650475481218019715e-03,-4.228345670801785666e-02,2.295427791860541467e-01
3.732363368167406215e-01,7.282067719807582273e-01,8.207251631716283580e-01,8.203809564258033316e-01,7.151124593335037583e-01,7.170509141603296221e-01,4.759846505866415778e-01,4.770747358742916111e-01,1.000111570028806351e+00,5.578501440321499347e-03,-4.193934355501740402e-02,2.290168992438149087e-01
3.708052527053626868e-01,7.294982259707881722e-01,8.217650688681791271e-01,8.214232409566522009e-01,7.141491479099814077e-01,7.160787949005077424e-01,4.759457500323762691e-01,4.770332529993697168e-01,1.000110147107085234e+00,5.507355354265323043e-03,-4.159679262075807737e-02,2.284930513445009859e-01
3.683784724197705085e-01,7.307919703177229165e-01,8.228048866174723086e-01,8.224654319025370697e-01,7.131842921817272973e-01,7.151051695184267309e-01,4.759041432600841226e-01,4.769890677861087225e-01,1.000108740540095909e+00,5.437027004793760533e-03,-4.125579714660272679e-02,2.279712293724837080e-01
3.659559883407643710e-01,7.320880090834452902e-01,8.238446105048831125e-01,8.235075233573169173e-01,7.122179000985610076e-01,7.141300458289382425e-01,4.758598284645582099e-01,4.769421784358609528e-01,1.000107350126106853e+00,5.367506305346418476e-03,-4.091635039763329151e-02,2.274514271976113555e-01
3.635377928626322142e-01,7.333863463370418057e-01,8.248842346119277247e-01,8.245495094110056877e-01,7.112499796613805936e-01,7.131534316980815413e-01,4.758128039185797742e-01,4.768925832277984278e-01,1.000105975665986691e+00,5.298783299339453884e-03,-4.057844566268267728e-02,2.269336386759830682e-01
3.611238783931274288e-01,7.346869861548152025e-01,8.259237530164340590e-01,8.255913841499430417e-01,7.102805389218687093e-01,7.121753350427952878e-01,4.757630679731179590e-01,4.768402805191144234e-01,1.000104616963169324e+00,5.230848158468344965e-03,-4.024207625427186213e-02,2.264178576503819984e-01
3.587142373534437656e-01,7.359899326202975489e-01,8.269631597927127320e-01,8.266331416569646651e-01,7.093095859821944016e-01,7.111957638306255491e-01,4.757106190575232096e-01,4.767852687452205362e-01,1.000103273823620631e+00,5.163691181031729305e-03,-3.990723550862768088e-02,2.259040779510913532e-01
3.563088621781913545e-01,7.372951898242631197e-01,8.280024490117288138e-01,8.276747760115733543e-01,7.083371289947116844e-01,7.102147260794289263e-01,4.756554556797157329e-01,4.767275464199369206e-01,1.000101946055805602e+00,5.097302790276379662e-03,-3.957391678569998489e-02,2.253922933963115882e-01
3.539077453153753883e-01,7.386027618647404980e-01,8.290416147412732473e-01,8.287162812901111009e-01,7.073631761616531177e-01,7.092322298570717942e-01,4.755975764263674632e-01,4.766671121356774177e-01,1.000100633470655254e+00,5.031673532762974757e-03,-3.924211346901762543e-02,2.248824977928669533e-01
3.515108792263688109e-01,7.399126528470266750e-01,8.300806510461350429e-01,8.297576515659302876e-01,7.063877357348208319e-01,7.082482832811257678e-01,4.755369799630796424e-01,4.766039645636293565e-01,1.000099335881535101e+00,4.966794076752305970e-03,-3.891181896574569948e-02,2.243746849367117546e-01
3.491182563858910015e-01,7.412248668836989296e-01,8.311195519882745852e-01,8.307988809095662175e-01,7.054108160152712248e-01,7.072628945185592819e-01,4.754736650345536275e-01,4.765381024539274701e-01,1.000098053104212292e+00,4.902655210612076944e-03,-3.858302670671520662e-02,2.238688486136214961e-01
3.467298692819837935e-01,7.425394080946280395e-01,8.321583116269960501e-01,8.318399633889099754e-01,7.044324253529991031e-01,7.062760717854242865e-01,4.754076304647570916e-01,4.764695246358213176e-01,1.000096784956824969e+00,4.839247841243684602e-03,-3.825573014630539309e-02,2.233649825994844518e-01
3.443457104159877158e-01,7.438562806069912714e-01,8.331969240191204884e-01,8.328808930693811785e-01,7.034525721466142745e-01,7.052878233465399438e-01,4.753388751570828408e-01,4.763982300178390417e-01,1.000095531259850512e+00,4.776562992529056161e-03,-3.792992276241979183e-02,2.228630806613747239e-01
3.419657723025182339e-01,7.451754885552854812e-01,8.342353832191606866e-01,8.339216640141018377e-01,7.024712648430170292e-01,7.042981575151714413e-01,4.752673980945046894e-01,4.763242175879425222e-01,1.000094291836076010e+00,4.714591803797118022e-03,-3.760559805654181686e-02,2.223631365574310070e-01
3.395900474694422133e-01,7.464970360813398820e-01,8.352736832794940280e-01,8.349622702840692190e-01,7.014885119370682931e-01,7.033070826527056951e-01,4.751931983397242876e-01,4.762474864136792552e-01,1.000093066510566286e+00,4.653325528309897388e-03,-3.728274955367005816e-02,2.218651440379493522e-01
3.372185284578552711e-01,7.478209273343289221e-01,8.363118182505372422e-01,8.360027059383308146e-01,7.005043219712572267e-01,7.023146071683227243e-01,4.751162750353151165e-01,4.761680356423270144e-01,1.000091855110635253e+00,4.592755531767874974e-03,-3.696137080222697963e-02,2.213690968455503116e-01
3.348512078220569066e-01,7.491471664707858302e-01,8.373497821809212649e-01,8.370429650341582040e-01,6.995187035353631622e-01,7.013207395186630277e-01,4.750366274038584358e-01,4.760858645010334067e-01,1.000090657465816602e+00,4.532873290834401464e-03,-3.664145537411375025e-02,2.208749887159645597e-01
3.324880781295289633e-01,7.504757576546149389e-01,8.383875691176660983e-01,8.380830416272219141e-01,6.985316652661158754e-01,7.003254882074915200e-01,4.749542547480752330e-01,4.760009722969489321e-01,1.000089473407833607e+00,4.473670391679110923e-03,-3.632299686464510180e-02,2.203828133782900767e-01
3.301291319609107600e-01,7.518067050571053400e-01,8.394251731063556710e-01,8.391229297717656133e-01,6.975432158468505284e-01,6.993288617853574696e-01,4.748691564509507357e-01,4.759133584173548259e-01,1.000088302770570703e+00,4.415138528539926978e-03,-3.600598889256365759e-02,2.198925645557158470e-01
3.277743619099759975e-01,7.531400128569439856e-01,8.404625881913139196e-01,8.401626235207828586e-01,6.965533640071602806e-01,6.983308688492506633e-01,4.747813319758545925e-01,4.758230223297846284e-01,1.000087145390046173e+00,4.357269502303556807e-03,-3.569042509989513862e-02,2.194042359658344987e-01
3.254237605836107772e-01,7.544756852402282332e-01,8.414998084157800928e-01,8.412021169261907350e-01,6.955621185225435710e-01,6.973315180422535731e-01,4.746907808666536166e-01,4.757299635821397588e-01,1.000086001104382172e+00,4.300055219104303821e-03,-3.537629915208135439e-02,2.189178213212573942e-01
3.230773206017887311e-01,7.558137264004796130e-01,8.425368278220848328e-01,8.422414040390072687e-01,6.945694882140498461e-01,6.963308180531900815e-01,4.745975027478201991e-01,4.756341818027997603e-01,1.000084869753778749e+00,4.243487688940866809e-03,-3.506360473775605585e-02,2.184333143300178637e-01
3.207350345975485961e-01,7.571541405386567058e-01,8.435736404518267006e-01,8.432804789095259546e-01,6.935754819479196254e-01,6.953287776162710987e-01,4.745014973245337830e-01,4.755356767007256069e-01,1.000083751180486313e+00,4.187559024311083081e-03,-3.475233556891675624e-02,2.179507086959728279e-01
3.183968952169720090e-01,7.584969318631681334e-01,8.446102403460481467e-01,8.443193355874927253e-01,6.925801086352224578e-01,6.943254055107352940e-01,4.744027643827761209e-01,4.754344480655581240e-01,1.000082645228777212e+00,4.132261438864268631e-03,-3.444248538074009408e-02,2.174699981194839205e-01
3.160628951191577496e-01,7.598421045898865467e-01,8.456466215454125912e-01,8.453579681222821440e-01,6.915833772314907701e-01,6.933207105604872744e-01,4.743013037894220352e-01,4.753304957677099152e-01,1.000081551744921526e+00,4.077587246070953249e-03,-3.413404793162128081e-02,2.169911762976758640e-01
3.137330269762024226e-01,7.611896629421607274e-01,8.466827780903808387e-01,8.463963705630741519e-01,6.905852967363507178e-01,6.923147016337313220e-01,4.741971154923229070e-01,4.752238197584509605e-01,1.000080470577158209e+00,4.023528857910056537e-03,-3.382701700306861570e-02,2.165142369248923560e-01
3.114072834731735906e-01,7.625396111508299102e-01,8.477187040213882696e-01,8.474345369590302601e-01,6.895858761931487058e-01,6.913073876426030218e-01,4.740901995203846142e-01,4.751144200699888853e-01,1.000079401575671545e+00,3.970078783572867330e-03,-3.352138639975552753e-02,2.160391736931976669e-01
3.090856573080902336e-01,7.638919534542363277e-01,8.487543933790223649e-01,8.484724613594710751e-01,6.885851246885749122e-01,6.902987775427954498e-01,4.739805559836394733e-01,4.750022968155425684e-01,1.000078344592563617e+00,3.917229628184091920e-03,-3.321714994945414862e-02,2.155659802927365198e-01
3.067681411918972145e-01,7.652466940982388666e-01,8.497898402041992316e-01,8.495101378140531567e-01,6.875830513522841470e-01,6.892888803331836955e-01,4.738681850733121315e-01,4.748874501894107536e-01,1.000077299481830773e+00,3.864974091539391272e-03,-3.291430150292973256e-02,2.150946504123149028e-01
3.044547278484441843e-01,7.666038373362262792e-01,8.508250385383419045e-01,8.505475603729460987e-01,6.865796653565123808e-01,6.882777050554447218e-01,4.737530870618798517e-01,4.747698804670330008e-01,1.000076266099337197e+00,3.813304966859491340e-03,-3.261283493401816169e-02,2.146251777395467020e-01
3.021454100144611576e-01,7.679633874291307283e-01,8.518599824235574269e-01,8.515847230870100537e-01,6.855749759156900547e-01,6.872652607936745595e-01,4.736352623031256925e-01,4.746495880050458083e-01,1.000075244302791155e+00,3.762215139560473164e-03,-3.231274413950697977e-02,2.141575559614793123e-01
2.998401804395374182e-01,7.693253486454409984e-01,8.528946659028145971e-01,8.526216200079729246e-01,6.845689922860529464e-01,6.862515566740020612e-01,4.735147112321873575e-01,4.745265732413329607e-01,1.000074233951720792e+00,3.711697586040206727e-03,-3.201402303913405967e-02,2.136917787649131595e-01
2.975390318860973160e-01,7.706897252612155969e-01,8.539290830201218263e-01,8.536582451886083334e-01,6.835617237652487077e-01,6.852366018641989909e-01,4.733914343655978296e-01,4.744008366950681621e-01,1.000073234907449704e+00,3.661745372480592915e-03,-3.171666557550786164e-02,2.132278398368264716e-01
2.952419571293782852e-01,7.720565215600969644e-01,8.549632278207051073e-01,8.546945926829130347e-01,6.825531796919412919e-01,6.842204055732870049e-01,4.732654323013220643e-01,4.742723789667532830e-01,1.000072247033073403e+00,3.612351653665530314e-03,-3.142066571410580961e-02,2.127657328647042656e-01
2.929489489574077510e-01,7.734257418333242429e-01,8.559970943511857611e-01,8.557306565462846626e-01,6.815433694454114955e-01,6.832029770511418576e-01,4.731367057187866321e-01,4.741412007382497240e-01,1.000071270193436224e+00,3.563509671814385667e-03,-3.112601744320738634e-02,2.123054515369017514e-01
2.906600001709813696e-01,7.747973903797468198e-01,8.570306766597586279e-01,8.567664308356991443e-01,6.805323024451543912e-01,6.821843255880939427e-01,4.730052553789027558e-01,4.740073027728037292e-01,1.000070304255108677e+00,3.515212755430763281e-03,-3.083271477391809345e-02,2.118469895431244754e-01
2.883751035836394916e-01,7.761714715058380953e-01,8.580639687963701467e-01,8.578019096098893348e-01,6.795199881504739858e-01,6.811644605145255049e-01,4.728710821240839635e-01,4.738706859150652595e-01,1.000069349086363246e+00,3.467454318166398198e-03,-3.054075174003746673e-02,2.113903405746842545e-01
2.860942520216440688e-01,7.775479895257091378e-01,8.590969648128959912e-01,8.588370869295223198e-01,6.785064360600751021e-01,6.801433912004655191e-01,4.727341868782581891e-01,4.737313510911022596e-01,1.000068404557153956e+00,3.420227857699951503e-03,-3.025012239803112971e-02,2.109354983249534243e-01
2.838174383239580045e-01,7.789269487611215625e-01,8.601296587633199264e-01,8.598719568573774952e-01,6.774916557116514859e-01,6.791211270551807955e-01,4.725945706468723806e-01,4.735892993084062086e-01,1.000067470539092618e+00,3.373526954630670909e-03,-2.996082082705423325e-02,2.104824564895604322e-01
2.815446553422213949e-01,7.803083535415016314e-01,8.611620447039113335e-01,8.609065134585240919e-01,6.764756566814712491e-01,6.780976775267645307e-01,4.724522345168922222e-01,4.734445316558943961e-01,1.000066546905427733e+00,3.327345271386524146e-03,-2.967284112888411013e-02,2.100312087669245487e-01
2.792758959407291020e-01,7.816922082039537978e-01,8.621941166934034007e-01,8.619407508004999219e-01,6.754584485839604246e-01,6.770730521017216397e-01,4.723071796567949177e-01,4.732970493039039828e-01,1.000065633531022957e+00,3.281676551146770447e-03,-2.938617742778866851e-02,2.095817488585205168e-01
2.770111529964085495e-01,7.830785170932742512e-01,8.632258687931713137e-01,8.629746629534882363e-01,6.744400410712818594e-01,6.760472603045509787e-01,4.721594073165568672e-01,4.731468535041807311e-01,1.000064730292335557e+00,3.236514616778739424e-03,-2.910082387061389830e-02,2.091340704690938523e-01
2.747504193987975185e-01,7.844672845619644619e-01,8.642572950674104471e-01,8.640082439904964717e-01,6.734204438329124409e-01,6.750203116973253481e-01,4.720089188276337389e-01,4.729939455898617418e-01,1.000063837067395767e+00,3.191853369788681585e-03,-2.881677462665210160e-02,2.086881673072179533e-01
2.724936880500212766e-01,7.858585149702450590e-01,8.652883895833138883e-01,8.650414879875332197e-01,6.723996665952178819e-01,6.739922158792680529e-01,4.718557156029365429e-01,4.728383269754518059e-01,1.000062953735785687e+00,3.147686789286440693e-03,-2.853402388763888464e-02,2.082440330853433663e-01
2.702409518647712616e-01,7.872522126860692637e-01,8.663191464112509621e-01,8.660743890237866394e-01,6.713777191210233974e-01,6.729629824863266885e-01,4.716997991367991583e-01,4.726799991567937065e-01,1.000062080178619306e+00,3.104008930963875548e-03,-2.825256586769857650e-02,2.078016615203767126e-01
2.679922037702817672e-01,7.886483820851368787e-01,8.673495596249444217e-01,8.671069411818019823e-01,6.703546112091830489e-01,6.719326211907448165e-01,4.715411710049418059e-01,4.725189637110325247e-01,1.000061216278521625e+00,3.060813926086767504e-03,-2.797239480323843869e-02,2.073610463338463050e-01
2.657474367063090703e-01,7.900470275509076101e-01,8.683796233016489730e-01,8.681391385476588951e-01,6.693303526941457582e-01,6.709011417006298661e-01,4.713798328644276947e-01,4.723552222965733960e-01,1.000060361919610008e+00,3.018095980500087958e-03,-2.769350495302221743e-02,2.069221812521263304e-01
2.635066436251070066e-01,7.914481534746155011e-01,8.694093315223281326e-01,8.691709752111490550e-01,6.683049534455185459e-01,6.698685537595195916e-01,4.712157864536126173e-01,4.721887766530338260e-01,1.000059516987472863e+00,2.975849373646441507e-03,-2.741589059801299855e-02,2.064850600070020636e-01
2.612698174914072080e-01,7.928517642552821432e-01,8.704386783718324194e-01,8.702024452659536946e-01,6.672784233676279930e-01,6.688348671459446448e-01,4.710490335920903271e-01,4.720196286011891229e-01,1.000058681369151881e+00,2.934068457597597580e-03,-2.713954604138250210e-02,2.060496763356683692e-01
2.590369512823964548e-01,7.942578642997304428e-01,8.714676579390768785e-01,8.712335428098205714e-01,6.662507723990784836e-01,6.678000916729900371e-01,4.708795761806306990e-01,4.718477800429125013e-01,1.000057854953122050e+00,2.892747656098774468e-03,-2.686446560850726598e-02,2.056160239811285761e-01
2.568080379876931385e-01,7.956664580225990546e-01,8.724962643172172738e-01,8.722642619447417145e-01,6.652220105123078930e-01,6.667642371878522711e-01,4.707074162011111729e-01,4.716732329611084684e-01,1.000057037629272561e+00,2.851881463625668793e-03,-2.659064364672273154e-02,2.051840966925932985e-01
2.545830706093272777e-01,7.970775498463557041e-01,8.735244916038286123e-01,8.732945967771295059e-01,6.641921477131417229e-01,6.657273135713958068e-01,4.705325557164439232e-01,4.714959894196403822e-01,1.000056229288889043e+00,2.811464444454051317e-03,-2.631807452553614618e-02,2.047538882255473813e-01
2.523620421617167597e-01,7.984911442013111760e-01,8.745523339010811137e-01,8.743245414179938724e-01,6.631611940403441263e-01,6.646893307377064186e-01,4.703549968704952566e-01,4.713160515632522363e-01,1.000055429824634912e+00,2.771491231741651969e-03,-2.604675263641872268e-02,2.043253923422420071e-01
2.501449456716473563e-01,7.999072455256333036e-01,8.755797853159177357e-01,8.753540899831192545e-01,6.621291595651663808e-01,6.636502986336411114e-01,4.701747418880002360e-01,4.711334216174832279e-01,1.000054639130532497e+00,2.731956526622323668e-03,-2.577667239280177075e-02,2.038986028116665239e-01
2.479317741782487428e-01,8.013258582653610684e-01,8.766068399602299221e-01,8.763832365932402446e-01,6.610960543908939169e-01,6.626102272383778136e-01,4.699917930744698102e-01,4.709481018885780523e-01,1.000053857101946164e+00,2.692855097312232566e-03,-2.550782823002179650e-02,2.034735134102045317e-01
2.457225207329745142e-01,8.027469868744180337e-01,8.776334919510349053e-01,8.774119753742187777e-01,6.600618886523906825e-01,6.615691265629605189e-01,4.698061528160940026e-01,4.707600947633893140e-01,1.000053083635564555e+00,2.654181778227970596e-03,-2.524021460526559499e-02,2.030501179214510565e-01
2.435171783995784267e-01,8.041706358146271105e-01,8.786597354106508995e-01,8.784403004572193252e-01,6.590266725156408434e-01,6.605270066498439840e-01,4.696178235796364953e-01,4.705694027092748866e-01,1.000052318629382375e+00,2.615931469116362235e-03,-2.497382599750277640e-02,2.026284101367854251e-01
2.413157402540944130e-01,8.055968095557237696e-01,8.796855644668738483e-01,8.794682059788849759e-01,6.579904161772894833e-01,6.594838775724356505e-01,4.694268079123255499e-01,4.703760282739898324e-01,1.000051561982683967e+00,2.578099134195963732e-03,-2.470865690749406499e-02,2.022083838555652768e-01
2.391181993848143783e-01,8.070255125753704739e-01,8.807109732531526181e-01,8.804956860815132957e-01,6.569531298641798633e-01,6.584397494346346802e-01,4.692331084417375453e-01,4.701799740855703846e-01,1.000050813596026211e+00,2.540679801309938222e-03,-2.444470185764790332e-02,2.017900328852023362e-01
2.369245488922659959e-01,8.084567493591707787e-01,8.817359559087646348e-01,8.815227349132306323e-01,6.559148238328897929e-01,6.573946323703699912e-01,4.690367278756749636e-01,4.699812428522136543e-01,1.000050073371221870e+00,2.503668561090219985e-03,-2.418195539210437131e-02,2.013733510415091077e-01
2.347347818891905025e-01,8.098905244006834314e-01,8.827605065789907446e-01,8.825493466281684185e-01,6.548755083692652246e-01,6.563485365431359631e-01,4.688376690020378823e-01,4.697798373621508428e-01,1.000049341211322718e+00,2.467060566132880679e-03,-2.392041207650369428e-02,2.009583321490460706e-01
2.325488915005229362e-01,8.113268422014362491e-01,8.837846194152907398e-01,8.835755153866369227e-01,6.538351937879522957e-01,6.553014721455253655e-01,4.686359346886909139e-01,4.695757604835142374e-01,1.000048617020603769e+00,2.430851030184493292e-03,-2.366006649812028503e-02,2.005449700411126579e-01
2.303668708633692663e-01,8.127657072709403296e-01,8.848082885754768867e-01,8.846012353552997753e-01,6.527938904319274815e-01,6.542534493987617328e-01,4.684315278833225960e-01,4.693690151641983777e-01,1.000047900704546855e+00,2.395035227339335510e-03,-2.340091326568185387e-02,2.001332585601052760e-01
2.281887131269846325e-01,8.142071241267042625e-01,8.858315082238891192e-01,8.856265007073486073e-01,6.517516086720256396e-01,6.532044785522286290e-01,4.682244516132993417e-01,4.691596044317152270e-01,1.000047192169824850e+00,2.359608491247327123e-03,-2.314294700936482194e-02,1.997231915577565853e-01
2.260144114527526948e-01,8.156510972942484505e-01,8.868542725315684550e-01,8.866513056226762446e-01,6.507083589064663887e-01,6.521545698829973592e-01,4.680147089855142828e-01,4.689475313930437372e-01,1.000046491324286579e+00,2.324566214332563982e-03,-2.288616238075185522e-02,1.993147628952675887e-01
2.238439590141636515e-01,8.170976313071190988e-01,8.878765756764305239e-01,8.876756442880506803e-01,6.496641515603788219e-01,6.511037336953536814e-01,4.678023031862290071e-01,4.687327992344729188e-01,1.000045798076940384e+00,2.289903847022284594e-03,-2.263055405271432313e-02,1.989079664435699502e-01
2.216773489967922561e-01,8.185467307069026477e-01,8.888984118434393178e-01,8.886995108972876034e-01,6.486189970853244446e-01,6.500519803203215208e-01,4.675872374809103560e-01,4.685154112214396926e-01,1.000045112337939690e+00,2.255616896986130555e-03,-2.237611671948251668e-02,1.985027960835287208e-01
2.195145745982782781e-01,8.199984000432395392e-01,8.899197752247794968e-01,8.897228996514237043e-01,6.475729059588182235e-01,6.489993201151859070e-01,4.673695152140608933e-01,4.682953706983601916e-01,1.000044434018567685e+00,2.221700928385623216e-03,-2.212284509646556679e-02,1.980992457060973266e-01
2.173556290283027437e-01,8.214526438738393166e-01,8.909406600200290294e-01,8.907458047588887595e-01,6.465258886838489705e-01,6.479457634630141349e-01,4.671491398090437119e-01,4.680726810884558442e-01,1.000043763031222666e+00,2.188151561133629304e-03,-2.187073392024664609e-02,1.976973092125670350e-01
2.152005055085686180e-01,8.229094667644941685e-01,8.919610604363313877e-01,8.917682204356774944e-01,6.454779557883966179e-01,6.468913207721749270e-01,4.669261147679012458e-01,4.678473458935731299e-01,1.000043099289403381e+00,2.154964470163772596e-03,-2.161977794855297896e-02,1.972969805147454514e-01
2.130491972727783789e-01,8.243688732890938065e-01,8.929809706885672993e-01,8.927901409055213344e-01,6.444291178249494934e-01,6.458360024758563744e-01,4.667004436711688076e-01,4.676193686939978944e-01,1.000042442707694157e+00,2.122135384709587791e-03,-2.136997196018838169e-02,1.968982535350983221e-01
2.109016975666129223e-01,8.258308680296395643e-01,8.940003849995259433e-01,8.938115604000598236e-01,6.433793853700189302e-01,6.447798190315824352e-01,4.664721301776814100e-01,4.673887531482635027e-01,1.000041793201751794e+00,2.089660087593352839e-03,-2.112131075494110347e-02,1.965011222070108809e-01
2.087579996477106903e-01,8.272954555762587203e-01,8.950192976000755918e-01,8.948324731590107106e-01,6.423287690236537673e-01,6.437227809207278773e-01,4.662411780243760906e-01,4.671555029929538305e-01,1.000041150688290470e+00,2.057534414524417148e-03,-2.087378915357873677e-02,1.961055804749054499e-01
2.066180967856465767e-01,8.287626405272190411e-01,8.960377027293344732e-01,8.958528734303410346e-01,6.412772794089522943e-01,6.426648986480317793e-01,4.660075910260874643e-01,4.669196220424998156e-01,1.000040515085068193e+00,2.025754253406960182e-03,-2.062740199775609656e-02,1.957116222944306205e-01
2.044819822619101668e-01,8.302324274889432143e-01,8.970555946348405252e-01,8.968727554704362115e-01,6.402249271715731993e-01,6.416061827411099205e-01,4.657713730753378356e-01,4.666811141889707359e-01,1.000039886310873039e+00,1.994315543656948863e-03,-2.038214415002238822e-02,1.953192416326863801e-01
2.023496493698853094e-01,8.317048210760233928e-01,8.980729675727204819e-01,8.978921135442700097e-01,6.391717229792462929e-01,6.405466437499655052e-01,4.655325281421224259e-01,4.664399834018598812e-01,1.000039264285510487e+00,1.963214275528327602e-03,-2.013801049365488566e-02,1.949284324682932223e-01
2.002210914148288001e-01,8.331798259112354055e-01,8.990898158078599600e-01,8.989109419255731925e-01,6.381176775212804575e-01,6.394862922464994437e-01,4.652910602736878287e-01,4.661962337278642843e-01,1.000038648929788998e+00,1.932446489448173604e-03,-1.989499593275270012e-02,1.945391887916405327e-01
