k_hMpc,t,delta_lambda_a
1.000000000000000000e+00,4.054054054054054390e+00,2.876266350409048544e-01
1.000000000000000000e+00,4.064064064064064397e+00,2.905214259890944173e-01
1.000000000000000000e+00,4.074074074074074403e+00,2.934453262669365903e-01
1.000000000000000000e+00,4.084084084084084409e+00,2.963986288663010282e-01
1.000000000000000000e+00,4.094094094094094416e+00,2.993816297250521674e-01
1.000000000000000000e+00,4.104104104104104422e+00,3.023946277567041707e-01
1.000000000000000000e+00,4.114114114114114429e+00,3.054379248803741342e-01
1.000000000000000000e+00,4.124124124124124435e+00,3.085118260510362753e-01
1.000000000000000000e+00,4.134134134134134442e+00,3.116166392900804327e-01
1.000000000000000000e+00,4.144144144144144448e+00,3.147526757161777100e-01
1.000000000000000000e+00,4.154154154154154455e+00,3.179202495764565373e-01
1.000000000000000000e+00,4.164164164164164461e+00,3.211196782779920933e-01
1.000000000000000000e+00,4.174174174174174468e+00,3.243512824196124744e-01
1.000000000000000000e+00,4.184184184184184474e+00,3.276153858240246075e-01
1.000000000000000000e+00,4.194194194194194480e+00,3.309123155702629604e-01
1.000000000000000000e+00,4.204204204204204487e+00,3.342424020264649354e-01
1.000000000000000000e+00,4.214214214214214493e+00,3.376059788829756103e-01
1.000000000000000000e+00,4.224224224224224500e+00,3.410033831857851028e-01
1.000000000000000000e+00,4.234234234234234506e+00,3.444349553703027200e-01
1.000000000000000000e+00,4.244244244244244513e+00,3.479010392954702269e-01
1.000000000000000000e+00,4.254254254254254519e+00,3.514019822782182834e-01
1.000000000000000000e+00,4.264264264264264526e+00,3.549381351282694941e-01
1.000000000000000000e+00,4.274274274274274532e+00,3.585098521832912888e-01
1.000000000000000000e+00,4.284284284284284539e+00,3.621174913444022425e-01
1.000000000000000000e+00,4.294294294294294545e+00,3.657614141120357210e-01
1.000000000000000000e+00,4.304304304304304551e+00,3.694419856221636822e-01
1.000000000000000000e+00,4.314314314314314558e+00,3.731595746828852977e-01
1.000000000000000000e+00,4.324324324324324564e+00,3.769145538113831129e-01
1.000000000000000000e+00,4.334334334334334571e+00,3.807072992712510762e-01
1.000000000000000000e+00,4.344344344344344577e+00,3.845381911101977135e-01
1.000000000000000000e+00,4.354354354354354584e+00,3.884076131981287205e-01
1.000000000000000000e+00,4.364364364364364590e+00,3.923159532656124160e-01
1.000000000000000000e+00,4.374374374374374597e+00,3.962636029427319406e-01
1.000000000000000000e+00,4.384384384384384603e+00,4.002509577983283107e-01
1.000000000000000000e+00,4.394394394394394610e+00,4.042784173796380442e-01
1.000000000000000000e+00,4.404404404404404616e+00,4.083463852523294690e-01
1.000000000000000000e+00,4.414414414414414622e+00,4.124552690409417077e-01
1.000000000000000000e+00,4.424424424424424629e+00,4.166054804697301162e-01
1.000000000000000000e+00,4.434434434434434635e+00,4.207974354039228926e-01
1.000000000000000000e+00,4.444444444444444642e+00,4.250315538913921887e-01
1.000000000000000000e+00,4.454454454454454648e+00,4.293082602047446072e-01
1.000000000000000000e+00,4.464464464464464655e+00,4.336279828838349171e-01
1.000000000000000000e+00,4.474474474474474661e+00,4.379911547787074255e-01
1.000000000000000000e+00,4.484484484484484668e+00,4.423982130929689505e-01
1.000000000000000000e+00,4.494494494494494674e+00,4.468495994275982763e-01
1.000000000000000000e+00,4.504504504504504681e+00,4.513457598251962577e-01
1.000000000000000000e+00,4.514514514514514687e+00,4.558871448146807337e-01
1.000000000000000000e+00,4.524524524524524693e+00,4.604742094564310828e-01
1.000000000000000000e+00,4.534534534534534700e+00,4.651074133878868588e-01
1.000000000000000000e+00,4.544544544544544706e+00,4.697872208696050600e-01
1.000000000000000000e+00,4.554554554554554713e+00,4.745141008317804165e-01
1.000000000000000000e+00,4.564564564564564719e+00,4.792885269212339150e-01
1.000000000000000000e+00,4.574574574574574726e+00,4.841109775488736666e-01
1.000000000000000000e+00,4.584584584584584732e+00,4.889819359376331165e-01
1.000000000000000000e+00,4.594594594594594739e+00,4.939018901708916442e-01
1.000000000000000000e+00,4.604604604604604745e+00,4.988713332413818868e-01
1.000000000000000000e+00,4.614614614614614752e+00,5.038907631005893339e-01
1.000000000000000000e+00,4.624624624624624758e+00,5.089606827086482488e-01
1.000000000000000000e+00,4.634634634634634764e+00,5.140816000847401313e-01
1.000000000000000000e+00,4.644644644644644771e+00,5.192540283579983873e-01
1.000000000000000000e+00,4.654654654654654777e+00,5.244784858189256438e-01
1.000000000000000000e+00,4.664664664664664784e+00,5.297554959713277611e-01
1.000000000000000000e+00,4.674674674674674790e+00,5.350855875847705390e-01
1.000000000000000000e+00,4.684684684684684797e+00,5.404692947475637776e-01
1.000000000000000000e+00,4.694694694694694803e+00,5.459071569202783580e-01
1.000000000000000000e+00,4.704704704704704810e+00,5.513997189898018902e-01
1.000000000000000000e+00,4.714714714714714816e+00,5.569475313239375946e-01
1.000000000000000000e+00,4.724724724724724823e+00,5.625511498265528543e-01
1.000000000000000000e+00,4.734734734734734829e+00,5.682111359932819905e-01
1.000000000000000000e+00,4.744744744744744835e+00,5.739280569677897015e-01
1.000000000000000000e+00,4.754754754754754842e+00,5.797024855986004921e-01
1.000000000000000000e+00,4.764764764764764848e+00,5.855350004964992028e-01
1.000000000000000000e+00,4.774774774774774855e+00,5.914261860925096315e-01
1.000000000000000000e+00,4.784784784784784861e+00,5.973766326964555784e-01
1.000000000000000000e+00,4.794794794794794868e+00,6.033869365561117526e-01
1.000000000000000000e+00,4.804804804804804874e+00,6.094576999169488696e-01
1.000000000000000000e+00,4.814814814814814881e+00,6.155895310824802680e-01
1.000000000000000000e+00,4.824824824824824887e+00,6.217830444752153740e-01
1.000000000000000000e+00,4.834834834834834894e+00,6.280388606982262312e-01
1.000000000000000000e+00,4.844844844844844900e+00,6.343576065973335343e-01
1.000000000000000000e+00,4.854854854854854906e+00,6.407399153239177192e-01
1.000000000000000000e+00,4.864864864864864913e+00,6.471864263983623244e-01
1.000000000000000000e+00,4.874874874874874919e+00,6.536977857741355091e-01
1.000000000000000000e+00,4.884884884884884926e+00,6.602746459025157222e-01
1.000000000000000000e+00,4.894894894894894932e+00,6.669176657979689615e-01
1.000000000000000000e+00,4.904904904904904939e+00,6.736275111041835073e-01
1.000000000000000000e+00,4.914914914914914945e+00,6.804048541607687905e-01
1.000000000000000000e+00,4.924924924924924952e+00,6.872503740706250586e-01
1.000000000000000000e+00,4.934934934934934958e+00,6.941647567679912756e-01
1.000000000000000000e+00,4.944944944944944965e+00,7.011486950871769208e-01
1.000000000000000000e+00,4.954954954954954971e+00,7.082028888319855664e-01
1.000000000000000000e+00,4.964964964964964977e+00,7.153280448458365637e-01
1.000000000000000000e+00,4.974974974974974984e+00,7.225248770825920541e-01
1.000000000000000000e+00,4.984984984984984990e+00,7.297941066780969654e-01
1.000000000000000000e+00,4.994994994994994997e+00,7.371364620224379882e-01
1.000000000000000000e+00,5.005005005005005003e+00,7.445526788329298595e-01
1.000000000000000000e+00,5.015015015015015010e+00,7.520435002278353931e-01
1.000000000000000000e+00,5.025025025025025016e+00,7.596096768008276934e-01
1.000000000000000000e+00,5.035035035035035023e+00,7.672519666962009932e-01
1.000000000000000000e+00,5.045045045045045029e+00,7.749711356848381083e-01
1.000000000000000000e+00,5.055055055055055035e+00,7.827679572409420583e-01
1.000000000000000000e+00,5.065065065065065042e+00,7.906432126195399590e-01
1.000000000000000000e+00,5.075075075075075048e+00,7.985976909347658470e-01
1.000000000000000000e+00,5.085085085085085055e+00,8.066321892389316517e-01
1.000000000000000000e+00,5.095095095095095061e+00,8.147475126023931979e-01
1.000000000000000000e+00,5.105105105105105068e+00,8.229444741942195662e-01
1.000000000000000000e+00,5.115115115115115074e+00,8.312238953636744698e-01
1.000000000000000000e+00,5.125125125125125081e+00,8.395866057225165324e-01
1.000000000000000000e+00,5.135135135135135087e+00,8.480334432281281254e-01
1.000000000000000000e+00,5.145145145145145094e+00,8.565652542674800918e-01
1.000000000000000000e+00,5.155155155155155100e+00,8.651828937419411281e-01
1.000000000000000000e+00,5.165165165165165106e+00,8.738872251529405943e-01
1.000000000000000000e+00,5.175175175175175113e+00,8.826791206884925245e-01
1.000000000000000000e+00,5.185185185185185119e+00,8.915594613105907174e-01
1.000000000000000000e+00,5.195195195195195126e+00,9.005291368434824584e-01
1.000000000000000000e+00,5.205205205205205132e+00,9.095890460628303087e-01
1.000000000000000000e+00,5.215215215215215139e+00,9.187400967857711764e-01
1.000000000000000000e+00,5.225225225225225145e+00,9.279832059618807749e-01
1.000000000000000000e+00,5.235235235235235152e+00,9.373192997650540148e-01
1.000000000000000000e+00,5.245245245245245158e+00,9.467493136863085468e-01
1.000000000000000000e+00,5.255255255255255165e+00,9.562741926275227788e-01
1.000000000000000000e+00,5.265265265265265171e+00,9.658948909961168061e-01
1.000000000000000000e+00,5.275275275275275177e+00,9.756123728006851348e-01
1.000000000000000000e+00,5.285285285285285184e+00,9.854276117475923025e-01
1.000000000000000000e+00,5.295295295295295190e+00,9.953415913385393887e-01
1.000000000000000000e+00,5.305305305305305197e+00,1.005355304969112629e+00
1.000000000000000000e+00,5.315315315315315203e+00,1.015469756028323678e+00
1.000000000000000000e+00,5.325325325325325210e+00,1.025685957999149744e+00
1.000000000000000000e+00,5.335335335335335216e+00,1.036004934560087243e+00
1.000000000000000000e+00,5.345345345345345223e+00,1.046427719687725189e+00
1.000000000000000000e+00,5.355355355355355229e+00,1.056955357760351655e+00
1.000000000000000000e+00,5.365365365365365236e+00,1.067588903662602062e+00
1.000000000000000000e+00,5.375375375375375242e+00,1.078329422891159739e+00
1.000000000000000000e+00,5.385385385385385248e+00,1.089177991661521183e+00
1.000000000000000000e+00,5.395395395395395255e+00,1.100135697015833580e+00
1.000000000000000000e+00,5.405405405405405261e+00,1.111203636931818783e+00
1.000000000000000000e+00,5.415415415415415268e+00,1.122382920432791753e+00
1.000000000000000000e+00,5.425425425425425274e+00,1.133674667698786553e+00
1.000000000000000000e+00,5.435435435435435281e+00,1.145080010178800345e+00
1.000000000000000000e+00,5.445445445445445287e+00,1.156600090704165806e+00
1.000000000000000000e+00,5.455455455455455294e+00,1.168236063603064645e+00
1.000000000000000000e+00,5.465465465465465300e+00,1.179989094816193074e+00
1.000000000000000000e+00,5.475475475475475307e+00,1.191860362013590358e+00
1.000000000000000000e+00,5.485485485485485313e+00,1.203851054712643975e+00
1.000000000000000000e+00,5.495495495495495319e+00,1.215962374397279833e+00
1.000000000000000000e+00,5.505505505505505326e+00,1.228195534638353514e+00
1.000000000000000000e+00,5.515515515515515332e+00,1.240551761215251236e+00
1.000000000000000000e+00,5.525525525525525339e+00,1.253032292238715373e+00
1.000000000000000000e+00,5.535535535535535345e+00,1.265638378274904108e+00
1.000000000000000000e+00,5.545545545545545352e+00,1.278371282470700310e+00
1.000000000000000000e+00,5.555555555555555358e+00,1.291232280680280731e+00
1.000000000000000000e+00,5.565565565565565365e+00,1.304222661592957966e+00
1.000000000000000000e+00,5.575575575575575371e+00,1.317343726862309827e+00
1.000000000000000000e+00,5.585585585585585378e+00,1.330596791236605680e+00
1.000000000000000000e+00,5.595595595595595384e+00,1.343983182690546618e+00
1.000000000000000000e+00,5.605605605605605390e+00,1.357504242558330354e+00
1.000000000000000000e+00,5.615615615615615397e+00,1.371161325668054820e+00
1.000000000000000000e+00,5.625625625625625403e+00,1.384955800477473575e+00
1.000000000000000000e+00,5.635635635635635410e+00,1.398889049211117008e+00
1.000000000000000000e+00,5.645645645645645416e+00,1.412962467998793770e+00
1.000000000000000000e+00,5.655655655655655423e+00,1.427177467015483980e+00
1.000000000000000000e+00,5.665665665665665429e+00,1.441535470622641313e+00
1.000000000000000000e+00,5.675675675675675436e+00,1.456037917510915713e+00
1.000000000000000000e+00,5.685685685685685442e+00,1.470686260844312088e+00
1.000000000000000000e+00,5.695695695695695449e+00,1.485481968405799380e+00
1.000000000000000000e+00,5.705705705705705455e+00,1.500426522744384261e+00
1.000000000000000000e+00,5.715715715715715461e+00,1.515521421323664519e+00
1.000000000000000000e+00,5.725725725725725468e+00,1.530768176671877034e+00
1.000000000000000000e+00,5.735735735735735474e+00,1.546168316533454767e+00
1.000000000000000000e+00,5.745745745745745481e+00,1.561723384022109196e+00
1.000000000000000000e+00,5.755755755755755487e+00,1.577434937775452184e+00
1.000000000000000000e+00,5.765765765765765494e+00,1.593304552111173278e+00
1.000000000000000000e+00,5.775775775775775500e+00,1.609333817184788629e+00
1.000000000000000000e+00,5.785785785785785507e+00,1.625524339148976427e+00
1.000000000000000000e+00,5.795795795795795513e+00,1.641877740314515943e+00
1.000000000000000000e+00,5.805805805805805520e+00,1.658395659312844606e+00
1.000000000000000000e+00,5.815815815815815526e+00,1.675079751260251326e+00
1.000000000000000000e+00,5.825825825825825532e+00,1.691931687923721173e+00
1.000000000000000000e+00,5.835835835835835539e+00,1.708953157888448704e+00
1.000000000000000000e+00,5.845845845845845545e+00,1.726145866727035960e+00
1.000000000000000000e+00,5.855855855855855552e+00,1.743511537170393533e+00
1.000000000000000000e+00,5.865865865865865558e+00,1.761051909280360039e+00
1.000000000000000000e+00,5.875875875875875565e+00,1.778768740624058875e+00
1.000000000000000000e+00,5.885885885885885571e+00,1.796663806450008227e+00
1.000000000000000000e+00,5.895895895895895578e+00,1.814738899866003674e+00
1.000000000000000000e+00,5.905905905905905584e+00,1.832995832018789351e+00
1.000000000000000000e+00,5.915915915915915591e+00,1.851436432275537669e+00
1.000000000000000000e+00,5.925925925925925597e+00,1.870062548407153802e+00
1.000000000000000000e+00,5.935935935935935603e+00,1.888876046773424910e+00
1.000000000000000000e+00,5.945945945945945610e+00,1.907878812510031663e+00
1.000000000000000000e+00,5.955955955955955616e+00,1.927072749717441136e+00
1.000000000000000000e+00,5.965965965965965623e+00,1.946459781651699972e+00
1.000000000000000000e+00,5.975975975975975629e+00,1.966041850917147116e+00
1.000000000000000000e+00,5.985985985985985636e+00,1.985820919661065442e+00
1.000000000000000000e+00,5.995995995995995642e+00,2.005798969770290707e+00
1.000000000000000000e+00,6.006006006006005649e+00,2.025978003069800248e+00
1.000000000000000000e+00,6.016016016016015655e+00,2.046360041523296758e+00
1.000000000000000000e+00,6.026026026026025662e+00,2.066947127435812437e+00
1.000000000000000000e+00,6.036036036036035668e+00,2.087741323658350634e+00
1.000000000000000000e+00,6.046046046046045674e+00,2.108744713794586279e+00
1.000000000000000000e+00,6.056056056056055681e+00,2.129959402409643765e+00
1.000000000000000000e+00,6.066066066066065687e+00,2.151387515240979376e+00
1.000000000000000000e+00,6.076076076076075694e+00,2.173031199411381564e+00
1.000000000000000000e+00,6.086086086086085700e+00,2.194892623644114416e+00
1.000000000000000000e+00,6.096096096096095707e+00,2.216973978480228702e+00
1.000000000000000000e+00,6.106106106106105713e+00,2.239277476498054309e+00
1.000000000000000000e+00,6.116116116116115720e+00,2.261805352534904667e+00
1.000000000000000000e+00,6.126126126126125726e+00,2.284559863911010069e+00
1.000000000000000000e+00,6.136136136136135732e+00,2.307543290655703849e+00
1.000000000000000000e+00,6.146146146146145739e+00,2.330757935735883635e+00
1.000000000000000000e+00,6.156156156156155745e+00,2.354206125286771645e+00
1.000000000000000000e+00,6.166166166166165752e+00,2.377890208844996245e+00
