dataset_id,family,split,policy,n_vars,n_clauses,solved,sat,timeout,decisions,propagations,conflicts,learned_clauses,max_level,runtime_s,search_cost,structural_update_s,support_evaluation_s,gate_calculation_s,arbitration_s,structural_overhead_s,total_cost,activations,activation_rate,audit_max_abs_error
uf20-91_uf20-0113,satlib_random_3sat_uf20,test,static_gate_v17_Paper69,20,91,1,1,0,8,51,5,5,5,0.0036798749351873994,7.604,0.001255085,0.0,0.0,5.8375e-05,0.00131346,7.604,8,1.0,0.0
uf20-91_uf20-0113,satlib_random_3sat_uf20,test,state_v18_primary,20,91,1,1,0,4,16,0,0,4,0.0031050420366227627,1.264,0.000337667,0.000771374,9.375e-06,1.6291e-05,0.0011347070000000002,1.5691712235228223,0,0.0,0.0
uf20-91_uf20-0113,satlib_random_3sat_uf20,test,state_v18_gate_signal_shuffled,20,91,1,1,0,4,16,0,0,4,0.0028322909492999315,1.264,0.000283416,0.000838081,9.082e-06,1.7541e-05,0.00114812,1.572778552658107,0,0.0,0.0
uf20-91_uf20-0113,satlib_random_3sat_uf20,test,random_activation_matched_q,20,91,1,1,0,4,16,0,0,4,0.0027110420633107424,1.264,0.000278,0.000763791,8.042e-06,2.2208e-05,0.001072041,1.5523176570133346,0,0.0,0.0
uf20-91_uf20-0113,satlib_random_3sat_uf20,test,state_Mode_A_always,20,91,1,1,0,6,26,1,1,6,0.0036937090335413814,2.904,0.000443747,0.001150041,1.2708e-05,3.5084e-05,0.00164158,3.345491043159683,6,1.0,0.0
uf20-91_uf20-0113,satlib_random_3sat_uf20,test,state_gate_value_only_z_R,20,91,1,1,0,4,16,0,0,4,0.0027225830126553774,1.264,0.000290042,0.000779332,8.584e-06,2.2416e-05,0.001100374,1.5599376120114725,2,0.5,0.0
uf20-91_uf20-0113,satlib_random_3sat_uf20,test,state_gate_response_only_0_5z_t,20,91,1,1,0,4,16,0,0,4,0.0027653330471366644,1.264,0.00029254,0.000790625,8.666e-06,1.6209e-05,0.0011080400000000002,1.5619993271498527,0,0.0,0.0
uf20-91_uf20-0113,satlib_random_3sat_uf20,test,Paper68_hard_threshold_0_5,20,91,1,1,0,4,16,0,0,4,0.0031024999916553497,1.264,0.000325874,0.001061209,8.917e-06,4.8333e-05,0.001444333,1.6524428921161043,2,0.5,0.0
uf20-91_uf20-0113,satlib_random_3sat_uf20,test,closure_HBV,20,91,1,1,0,4,16,0,0,4,0.0027340420056134462,1.264,0.000280084,0.000761876,8.707e-06,1.7126e-05,0.0010677929999999998,1.5511751882019806,0,0.0,0.0
uf20-91_uf20-0113,satlib_random_3sat_uf20,test,closure_HSV,20,91,1,1,0,4,16,0,0,4,0.003024540957994759,1.264,0.00035829,0.000794875,9.042e-06,2.3958e-05,0.0011861649999999999,1.5830104796656304,0,0.0,0.0
uf20-91_uf20-0113,satlib_random_3sat_uf20,test,closure_BSV,20,91,1,1,0,4,16,0,0,4,0.0030646659433841705,1.264,0.000314667,0.000991876,9.583e-06,1.8541e-05,0.001334667,1.6229490162531248,0,0.0,0.0
uf20-91_uf20-0113,satlib_random_3sat_uf20,test,closure_HBS,20,91,1,1,0,4,16,0,0,4,0.002821333007887006,1.264,0.000282872,0.000809376,9.334e-06,1.6958e-05,0.0011185400000000001,1.5648232260479733,0,0.0,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,jeroslow_wang,20,91,1,1,0,7,85,6,6,4,0.005150582990609109,8.44,0.002320501,0.0,0.0,1.6666e-05,0.002337167,8.44,0,0.0,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,vsids,20,91,1,1,0,8,74,5,5,4,0.004750207997858524,7.696000000000001,0.002107589,0.0,0.0,1.6124e-05,0.002123713,7.696000000000001,0,0.0,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,score_with_R_Paper69,20,91,1,1,0,9,64,5,5,4,0.004129542037844658,7.9559999999999995,0.001600293,0.0,0.0,4.6543e-05,0.001646836,7.9559999999999995,9,1.0,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,static_gate_v17_Paper69,20,91,1,1,0,9,64,5,5,4,0.0042585000628605485,7.9559999999999995,0.001662122,0.0,0.0,5.0834e-05,0.001712956,7.9559999999999995,9,1.0,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,state_v18_primary,20,91,1,1,0,9,101,7,7,3,0.008465540944598615,10.104,0.002706754,0.001699249,2.1124e-05,4.0665e-05,0.004467792,11.30558027674587,1,0.1111111111111111,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,state_v18_gate_signal_shuffled,20,91,1,1,0,7,91,6,6,3,0.006885375012643635,8.464,0.002313625,0.001377791,1.5294e-05,2.9501e-05,0.003736211,9.468826869147215,0,0.0,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,random_activation_matched_q,20,91,1,1,0,6,40,2,2,4,0.004002667032182217,3.96,0.000893501,0.000908374,1.2668e-05,3.825e-05,0.0018527930000000001,4.458295248680514,3,0.5,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,state_Mode_A_always,20,91,1,1,0,9,64,5,5,4,0.006322875036858022,7.9559999999999995,0.001696792,0.001406293,1.8294e-05,4.8168e-05,0.003169547,8.808426693413445,9,1.0,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,state_gate_value_only_z_R,20,91,1,1,0,7,91,6,6,3,0.007277375087141991,8.464,0.00255434,0.001375542,1.5459e-05,3e-05,0.003975340999999999,9.533139149481267,0,0.0,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,state_gate_response_only_0_5z_t,20,91,1,1,0,9,101,7,7,3,0.00950320903211832,10.104,0.003274955,0.00193446,2.8043e-05,6.2834e-05,0.005300292000000001,11.529475117953996,1,0.1111111111111111,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,Paper68_hard_threshold_0_5,20,91,1,1,0,8,50,4,4,4,0.007056540925987065,6.6000000000000005,0.002018548,0.001318834,2.0707e-05,7.875e-05,0.0034368389999999997,7.524312939535011,4,0.5,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,closure_HBV,20,91,1,1,0,10,104,7,7,4,0.008799082948826253,10.416,0.002813081,0.001830332,2.0791e-05,8.0125e-05,0.004744329,11.691952898611543,3,0.3,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,closure_HSV,20,91,1,1,0,9,101,7,7,3,0.008409084053710103,10.104,0.002821923,0.0016505,1.9249e-05,4.2667e-05,0.004534338999999999,11.323477610076653,1,0.1111111111111111,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,closure_BSV,20,91,1,1,0,9,101,7,7,3,0.008518624934367836,10.104,0.002784375,0.001635208,1.8208e-05,4.0541e-05,0.004478331999999999,11.308414933354078,1,0.1111111111111111,0.0
uf20-91_uf20-0115,satlib_random_3sat_uf20,test,closure_HBS,20,91,1,1,0,9,101,7,7,3,0.00827904196921736,10.104,0.002837013,0.001624124,1.8333e-05,4.1125e-05,0.0045205950000000005,11.31978126089039,1,0.1111111111111111,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,1,0,0,41,722,36,35,6,0.06162454094737768,51.187999999999995,0.024787157,0.0,0.0,0.000188289,0.024975446000000002,51.187999999999995,0,0.0,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,vsids,50,218,1,0,0,55,876,48,47,7,0.0806981670903042,68.004,0.030794966,0.0,0.0,0.000238543,0.031033509,68.004,0,0.0,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,score_with_R_Paper69,50,218,1,0,0,59,1050,51,50,8,0.09050091600511223,72.9,0.035892125,0.0,0.0,0.000673333,0.036565457999999995,72.9,59,1.0,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,static_gate_v17_Paper69,50,218,1,0,0,48,912,46,45,7,0.08163324999623,64.048,0.033138829,0.0,0.0,0.000552921,0.03369175,64.048,48,1.0,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,state_v18_primary,50,218,1,0,0,27,409,26,25,6,0.0759317500051111,35.736000000000004,0.018223276,0.019604377,0.000107586,0.000480083,0.038415322,46.06752242540426,2,0.07407407407407407,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,state_v18_gate_signal_shuffled,50,218,1,0,0,28,531,28,27,8,0.058277291944250464,38.524,0.017791915,0.011740915,5.9371e-05,0.000202999,0.029795199999999994,46.537203090407644,1,0.03571428571428571,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,random_activation_matched_q,50,218,1,0,0,36,655,34,33,7,0.07527433300856501,47.419999999999995,0.022565255,0.015382208,7.7788e-05,0.000401419,0.03842667,57.75457438775624,13,0.3611111111111111,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,state_Mode_A_always,50,218,1,0,0,59,1050,51,50,8,0.11702562507707626,72.9,0.034826768,0.024921831,0.000125579,0.000511463,0.060385641,89.14028048401914,59,1.0,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,state_gate_value_only_z_R,50,218,1,0,0,28,530,28,27,8,0.05830300005618483,38.519999999999996,0.018025684,0.011599083,5.783e-05,0.000196917,0.029879514,46.5558787296168,0,0.0,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,state_gate_response_only_0_5z_t,50,218,1,0,0,25,456,24,23,6,0.054014959023334086,33.324,0.015900263,0.011296372,5.454e-05,0.000244332,0.027495507000000002,40.71871732576808,6,0.24,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,Paper68_hard_threshold_0_5,50,218,1,0,0,37,778,36,35,7,0.0840571658918634,50.212,0.026807427,0.01754667,7.7585e-05,0.000292873,0.044724555,62.24034491270765,16,0.43243243243243246,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,closure_HBV,50,218,1,0,0,27,398,26,25,6,0.051165000069886446,35.692,0.014370379,0.011304745,5.5331e-05,0.000194502,0.025924957,42.6643292862973,4,0.14814814814814814,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,closure_HSV,50,218,1,0,0,27,409,26,25,6,0.052504958934150636,35.736000000000004,0.01460884,0.011347043,6.4831e-05,0.000196954,0.026217668,42.78705178823709,2,0.07407407407407407,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,closure_BSV,50,218,1,0,0,27,409,26,25,6,0.052154166041873395,35.736000000000004,0.014807327,0.011245713,5.8542e-05,0.000209961,0.026321543000000003,42.81498821662207,2,0.07407407407407407,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,closure_HBS,50,218,1,0,0,27,409,26,25,6,0.05072479194495827,35.736000000000004,0.014532989,0.010984876,5.4044e-05,0.000188706,0.025760615,42.66413069651493,2,0.07407407407407407,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,1,0,0,24,506,25,24,5,0.04067495896015316,34.224000000000004,0.016885085,0.0,0.0,0.000115377,0.017000462,34.224000000000004,0,0.0,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,vsids,50,218,1,0,0,24,514,23,22,5,0.03964916698168963,32.256,0.016346425,0.0,0.0,0.00010067,0.016447095000000002,32.256,0,0.0,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,score_with_R_Paper69,50,218,1,0,0,25,416,23,22,6,0.03589645808096975,32.164,0.014130352,0.0,0.0,0.000215127,0.014345479000000001,32.164,25,1.0,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,static_gate_v17_Paper69,50,218,1,0,0,32,328,21,20,6,0.03652166691608727,31.912000000000003,0.01159482,0.0,0.0,0.000301459,0.011896279000000001,31.912000000000003,32,1.0,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,state_v18_primary,50,218,1,0,0,33,595,31,30,8,0.06566412490792572,43.28,0.019914544,0.013261296,7.5831e-05,0.000253082,0.033504753,52.29086048366666,4,0.12121212121212122,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,state_v18_gate_signal_shuffled,50,218,1,0,0,29,514,27,26,7,0.05681824998464435,37.756,0.016778835,0.011721958,6.2e-05,0.000216796,0.028779588999999994,45.496061872901066,2,0.06896551724137931,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,random_activation_matched_q,50,218,1,0,0,18,275,15,14,5,0.03580962494015694,21.5,0.009378791,0.008092832,4.604e-05,0.00018612,0.017703783,26.26130412440616,8,0.4444444444444444,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,state_Mode_A_always,50,218,1,0,0,25,416,23,22,6,0.048937833053059876,32.164,0.013818931,0.010995168,5.133e-05,0.000210372,0.025075800999999998,38.907954934608505,25,1.0,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,state_gate_value_only_z_R,50,218,1,0,0,32,557,30,29,8,0.061466375016607344,41.828,0.018388759,0.012553083,6.8788e-05,0.000222207,0.031232837,50.22784514185501,0,0.0,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,state_gate_response_only_0_5z_t,50,218,1,0,0,34,569,29,28,7,0.06535445898771286,41.476000000000006,0.018753782,0.013947624,6.9585e-05,0.000263334,0.033034324999999996,50.36034228263381,8,0.23529411764705882,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,Paper68_hard_threshold_0_5,50,218,1,0,0,23,449,21,20,5,0.05425395804923028,29.695999999999998,0.016331152,0.012210418,6.6123e-05,0.000258962,0.028866655000000005,37.45947764256429,10,0.43478260869565216,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,closure_HBV,50,218,1,0,0,33,595,31,30,8,0.07629987492691725,43.28,0.023138201,0.016296789,0.000115666,0.000366876,0.039917532000000006,54.01553091718956,4,0.12121212121212122,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,closure_HSV,50,218,1,0,0,33,595,31,30,8,0.07783362490590662,43.28,0.024185878,0.016065295,0.000120458,0.000359751,0.040731382,54.23440997606912,4,0.12121212121212122,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,closure_BSV,50,218,1,0,0,33,595,31,30,8,0.07522587501443923,43.28,0.022702347,0.015547622,0.000127084,0.000352585,0.038729638000000004,53.69605543550537,4,0.12121212121212122,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,closure_HBS,50,218,1,0,0,33,595,31,30,8,0.07196191605180502,43.28,0.022509815,0.015241251,9.9999e-05,0.000283543,0.038134608,53.53602642966264,4,0.12121212121212122,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,1,0,0,26,451,24,23,7,0.04293620807584375,33.604,0.016979536,0.0,0.0,0.000132161,0.017111697,33.604,0,0.0,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,vsids,50,218,1,0,0,21,348,21,20,5,0.03497095894999802,28.692,0.013839928,0.0,0.0,9.4957e-05,0.013934885,28.692,0,0.0,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,score_with_R_Paper69,50,218,1,0,0,52,925,47,46,7,0.0820528749609366,66.3,0.032542373,0.0,0.0,0.000515255,0.033057628,66.3,52,1.0,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,static_gate_v17_Paper69,50,218,1,0,0,47,822,44,43,7,0.07205762504599988,61.388000000000005,0.028826517,0.0,0.0,0.000502796,0.029329313,61.388000000000005,47,1.0,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,state_v18_primary,50,218,1,0,0,21,287,19,18,5,0.044200874981470406,26.448,0.011312507,0.010513879,6.4666e-05,0.000181164,0.022072216000000002,32.384162518235996,2,0.09523809523809523,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,state_v18_gate_signal_shuffled,50,218,1,0,0,21,312,20,19,5,0.04836629191413522,27.548000000000002,0.013442491,0.011283376,7.7418e-05,0.000190081,0.024993366,34.269784638830735,1,0.047619047619047616,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,random_activation_matched_q,50,218,1,0,0,22,284,19,18,7,0.04620800004340708,26.736,0.011891619,0.011251915,6.3754e-05,0.000239876,0.023447164,33.04194481749057,3,0.13636363636363635,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,state_Mode_A_always,50,218,1,0,0,52,925,47,46,7,0.11614008306059986,66.3,0.034443657,0.025085546,0.000162918,0.000628088,0.060320209,82.52268302185705,52,1.0,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,state_gate_value_only_z_R,50,218,1,0,0,22,310,21,20,5,0.04521841707173735,28.84,0.011965589,0.010813833,5.6583e-05,0.000172708,0.023008713,35.02802659884487,0,0.0,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,state_gate_response_only_0_5z_t,50,218,1,0,0,23,386,22,21,5,0.05430354201234877,30.444,0.015715619,0.012692085,7.329e-05,0.000251503,0.028732497,38.17139682081437,5,0.21739130434782608,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,Paper68_hard_threshold_0_5,50,218,1,0,0,27,431,26,25,6,0.05621800001244992,35.824,0.016045333,0.012702332,7.2879e-05,0.000237418,0.029057962,43.638928273659786,9,0.3333333333333333,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,closure_HBV,50,218,1,0,0,19,307,18,17,5,0.04193737497553229,24.928,0.011444783,0.009442996,6.3248e-05,0.000191458,0.021142485,30.614118104288522,3,0.15789473684210525,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,closure_HSV,50,218,1,0,0,21,287,19,18,5,0.04175445798318833,26.448,0.010739666,0.009774917,4.6208e-05,0.000174459,0.020735249999999997,32.024595202595556,2,0.09523809523809523,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,closure_BSV,50,218,1,0,0,21,287,19,18,5,0.04099495802074671,26.448,0.011082371,0.009387626,4.875e-05,0.000166416,0.020685163,32.01112466696602,2,0.09523809523809523,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,closure_HBS,50,218,1,0,0,21,287,19,18,5,0.04433091706596315,26.448,0.011483503,0.01057779,5.7335e-05,0.000230628,0.022349256,32.45867041830603,2,0.09523809523809523,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,1,0,0,34,652,31,30,7,0.05786649999208748,43.808,0.023948435,0.0,0.0,0.000186999,0.024135434,43.808,0,0.0,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,vsids,50,218,1,0,0,47,762,42,41,7,0.097468041931279,59.148,0.039250281,0.0,0.0,0.000294163,0.039544444,59.148,0,0.0,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,score_with_R_Paper69,50,218,1,0,0,65,1016,53,52,8,0.09473995806183666,76.564,0.036310119,0.0,0.0,0.000548167,0.036858286000000004,76.564,65,1.0,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,static_gate_v17_Paper69,50,218,1,0,0,77,1175,60,59,10,0.10961466596927494,87.8,0.043269838,0.0,0.0,0.000705792,0.043975629999999995,87.8,77,1.0,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,state_v18_primary,50,218,1,0,0,45,855,42,41,7,0.09823050000704825,58.92,0.030818425,0.020075918,0.000100167,0.000367999,0.051362509,72.73357453045762,4,0.08888888888888889,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,state_v18_gate_signal_shuffled,50,218,1,0,0,40,740,41,40,8,0.0872594160027802,55.96,0.026847063,0.018247624,9.5627e-05,0.000347832,0.045538146,68.20715431541439,2,0.05,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,random_activation_matched_q,50,218,1,0,0,40,735,40,39,9,0.08597054204437882,54.94,0.026330377,0.017988082,8.7207e-05,0.000383545,0.044789210999999995,66.98573367529401,10,0.25,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,state_Mode_A_always,50,218,1,0,0,65,1016,53,52,8,0.12807774997781962,76.564,0.035705951,0.029503961,0.000139544,0.000561248,0.065910704,94.29020613332831,65,1.0,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,state_gate_value_only_z_R,50,218,1,0,0,40,726,40,39,7,0.08578645798843354,54.903999999999996,0.026631213,0.017315166,8.4664e-05,0.000281581,0.044312624,66.82155905585034,0,0.0,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,state_gate_response_only_0_5z_t,50,218,1,0,0,34,715,34,33,9,0.07455924991518259,47.06,0.023871648,0.01441679,7.0084e-05,0.000313499,0.038672021,57.46055976095175,11,0.3235294117647059,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,Paper68_hard_threshold_0_5,50,218,1,0,0,61,995,55,54,6,0.12450245802756399,77.28,0.036773829,0.027107918,0.000138501,0.000503585,0.064523833,94.63321722963924,24,0.39344262295081966,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,closure_HBV,50,218,1,0,0,43,809,40,39,7,0.09570033301133662,56.135999999999996,0.028426323,0.020682041,0.000110878,0.00037775,0.049596992000000006,69.47475152941827,6,0.13953488372093023,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,closure_HSV,50,218,1,0,0,49,963,47,46,7,0.11052874999586493,65.552,0.035355143,0.022054662,0.000116205,0.000383501,0.057909511,81.12634326700932,5,0.10204081632653061,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,closure_BSV,50,218,1,0,0,45,855,42,41,7,0.09909337502904236,58.92,0.03108364,0.020123373,0.000103584,0.000349457,0.05166005399999999,72.81359710166154,4,0.08888888888888889,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,closure_HBS,50,218,1,0,0,45,855,42,41,7,0.09920316701754928,58.92,0.031202629,0.020270209,0.000108791,0.000354919,0.051936548,72.88795815898887,4,0.08888888888888889,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,1,0,0,29,649,30,29,7,0.04847333289217204,41.29600000000001,0.020825639,0.0,0.0,0.000130791,0.02095643,41.29600000000001,0,0.0,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,vsids,50,218,1,0,0,50,1030,45,44,5,0.07952162506990135,64.12,0.032596947,0.0,0.0,0.000203333,0.03280028,64.12,0,0.0,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,score_with_R_Paper69,50,218,1,0,0,62,1170,56,55,7,0.10054087499156594,79.28,0.040407453,0.0,0.0,0.000518914,0.040926367000000005,79.28,62,1.0,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,static_gate_v17_Paper69,50,218,1,0,0,77,1364,71,70,8,0.1233787500532344,99.556,0.05064329,0.0,0.0,0.000749204,0.051392494000000004,99.556,77,1.0,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,state_v18_primary,50,218,1,0,0,32,631,32,31,6,0.0754217499634251,44.124,0.023680537,0.015717043,8.4546e-05,0.000262541,0.039744667,54.813040128330165,1,0.03125,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,state_v18_gate_signal_shuffled,50,218,1,0,0,30,652,31,30,6,0.07232533302158117,42.608,0.02428716,0.014894957,0.000103249,0.000260663,0.039546029,53.24361787791827,3,0.1,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,random_activation_matched_q,50,218,1,0,0,39,624,34,33,6,0.08081775007303804,48.196000000000005,0.023179829,0.018208298,9.5251e-05,0.000464877,0.041948255,59.477679149769365,9,0.23076923076923078,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,state_Mode_A_always,50,218,1,0,0,62,1170,56,55,7,0.13704041705932468,79.28,0.040213795,0.030463875,0.00015592,0.000611752,0.071445342,98.49470690948982,62,1.0,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,state_gate_value_only_z_R,50,218,1,0,0,29,609,28,27,6,0.06599608296528459,39.136,0.020997258,0.01383175,6.6788e-05,0.000221457,0.035117253,48.580530671592314,0,0.0,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,state_gate_response_only_0_5z_t,50,218,1,0,0,33,624,30,29,5,0.0764586670557037,42.396,0.023313061,0.0168845,9.3001e-05,0.000300459,0.040591021000000005,53.3126609024273,8,0.24242424242424243,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,Paper68_hard_threshold_0_5,50,218,1,0,0,46,786,43,42,6,0.10110962495673448,59.943999999999996,0.030064503,0.022327788,0.000125123,0.00045575,0.052973163999999996,74.19074851900544,15,0.32608695652173914,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,closure_HBV,50,218,1,0,0,37,741,38,37,6,0.08940191706642509,52.064,0.028121246,0.018332707,0.000105083,0.000416127,0.046975163,64.69762962235538,5,0.13513513513513514,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,closure_HSV,50,218,1,0,0,32,631,32,31,6,0.07114324998110533,44.124,0.022429736,0.014775457,7.3794e-05,0.000249959,0.037528946,54.2171380244785,1,0.03125,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,closure_BSV,50,218,1,0,0,32,631,32,31,6,0.07422995800152421,44.124,0.023268178,0.015805876,8.5206e-05,0.000249624,0.03940888399999999,54.72273372416753,1,0.03125,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,test,closure_HBS,50,218,1,0,0,32,631,32,31,6,0.08383474999573082,44.124,0.027824575,0.016779791,8.633e-05,0.000293622,0.044984318,56.222206288847886,1,0.03125,0.0
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,1,0,0,31,552,30,29,6,0.0645407079719007,41.507999999999996,0.025225633,0.0,0.0,0.000243791,0.025469424,41.507999999999996,0,0.0,0.0
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,vsids,50,218,1,0,0,43,584,34,33,5,0.07705620909109712,49.236,0.028795521,0.0,0.0,0.000241541,0.029037062000000002,49.236,0,0.0,0.0
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,score_with_R_Paper69,50,218,1,0,0,48,747,42,41,10,0.07943929103203118,59.388,0.029812266,0.0,0.0,0.000724335,0.030536601,59.388,48,1.0,0.0
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,static_gate_v17_Paper69,50,218,1,0,0,61,993,54,53,8,0.09514612494967878,76.27199999999999,0.037759431,0.0,0.0,0.000633584,0.038393015,76.27199999999999,61,1.0,0.0
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,state_v18_primary,50,218,1,0,0,24,450,24,23,5,0.05369720794260502,33.0,0.016173041,0.011605207,5.7331e-05,0.000186209,0.028021788,40.53625678633968,1,0.041666666666666664,0.0
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,state_v18_gate_signal_shuffled,50,218,1,0,0,24,450,24,23,5,0.055021457956172526,33.0,0.016757984,0.011604,5.9083e-05,0.000195876,0.028616943000000002,40.69631941002643,0,0.0,0.0
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,random_activation_matched_q,50,218,1,0,0,33,650,34,33,7,0.07431408297270536,46.5,0.023765888,0.015124245,8.6833e-05,0.000366006,0.039342972000000004,57.0810071694844,8,0.24242424242424243,0.0
